"","site_name","date","GPP","GPP.lower","GPP.upper","GPP.Rhat","ER","ER.lower","ER.upper","K600","K600.lower","K600.upper","temp","Q","light","velocity"
"360836","nwis_05406500",2012-04-15,6.73239190582627,6.11848222288257,7.36693063577465,1.00078310221886,-7.51371974650229,-8.45336093980998,-6.61315236061143,5.17400104009178,4.42862405423771,5.92665119128823,14.4305555555556,1.21202004503125,230.161166666667,0.31161460598605
"360837","nwis_05406500",2012-04-16,8.27162884367399,7.48727794346925,9.02765333678835,1.00239602239732,-7.11526486025058,-8.00580864692005,-6.14692134631823,8.99255773448483,7.99367520283801,10.0011463153323,11.4163194444444,1.11507417301042,114.462208333333,0.303183544343906
"360838","nwis_05406500",2012-04-17,8.52060234540892,7.82243457403412,9.28497811445511,1.00024874068962,-6.85723166131476,-7.69615443423525,-5.99039440425692,7.83857139408843,7.05903156478283,8.64287041467814,11.5256944444444,1.06050524910417,256.307958333333,0.298204330695556
"360839","nwis_05406500",2012-04-18,6.71295783858499,6.0188767696755,7.36921961674598,1.00176407931143,-6.11076875792778,-6.93921444791491,-5.21754077165149,7.37873778981908,6.41609289726766,8.28615677157769,11.9475694444444,1.02501086796875,208.932416666667,0.294862311692596
"360840","nwis_05406500",2012-04-19,6.41155564635708,5.57441415766733,7.29029072859265,1.00103186767923,-10.8624672312887,-12.4908634504766,-9.3299053729766,11.6529308679058,9.83943287497744,13.527970569885,9.92534722222222,1.19835323345833,123.315791666667,0.316409882200416
"360841","nwis_05406500",2012-04-20,3.71548285774119,3.15074193549625,4.27373918655418,1.00144017986891,-4.88968645393332,-5.88006096407799,-3.9438634127989,5.59180192209278,4.28470407048906,6.78411258150401,8.66354166666667,1.315553516875,174.046333333333,0.322360802344237
"360842","nwis_05406500",2012-04-21,6.52466126994142,5.82087809237485,7.22987734936315,0.999086329987972,-6.27640650464574,-7.17999374135372,-5.36339272485393,8.0158663873476,6.92253871363982,9.06894374395265,10.3034722222222,1.17092128792708,212.864583333333,0.308111308526295
"360843","nwis_05406500",2012-04-22,6.70777954117801,5.93073383228348,7.42616446951348,1.0030287381814,-6.18668240304308,-7.1338781953861,-5.23559158468439,8.31177595995535,7.24566077140974,9.3813421181492,10.7201388888889,1.10268555244792,260.857833333333,0.302063728513678
"360844","nwis_05406500",2012-04-23,5.8902880808835,5.16567543635371,6.64868313467887,1.0030213863986,-5.77151900549286,-6.75425956897453,-4.86939859123783,8.463241740708,7.37099895689006,9.62530221204467,10.9680555555556,1.04133238394792,220.736041666667,0.296408258809884
"360845","nwis_05406500",2012-04-24,5.72009290924878,5.09871356679924,6.32199474994346,0.999242037112876,-5.90937086751415,-6.68979612396044,-5.00945577619532,5.73580176273207,4.83706762557136,6.58034550082995,11.0197916666667,1.01104908923958,258.850291666667,0.29353829617928
"360846","nwis_05406500",2012-04-25,5.20103409782286,4.56901267319345,5.8653311714437,1.00404808026455,-6.27620086829743,-7.27655835466044,-5.32931113237998,8.10034746253804,6.90338415175751,9.36932923097954,11.2392361111111,1.02245448594792,158.585,0.294608571268403
"360847","nwis_05406500",2012-04-26,5.98703597094415,5.32293354083676,6.62826527352391,1.00239373181462,-5.71596922470801,-6.5379753282555,-4.89825293942825,5.69988478475971,4.86247612734862,6.57185562491889,11.7,0.995612474729167,249.341541666667,0.292060294055683
"360848","nwis_05406500",2012-04-28,4.57516715180322,3.75039094718064,5.37081020776746,1.00220887574596,-6.93253259577595,-8.24264947357058,-5.5571366392529,9.9067023756185,8.08331564413598,11.6701213748954,8.43784722222222,0.972015102229167,77.345,0.289723712837073
"360849","nwis_05406500",2012-04-29,7.37613499878938,6.62476176783218,8.13215426386564,1.00142358855822,-7.18209055203013,-8.12547634653355,-6.27221057878501,8.1903070056345,7.09558618500537,9.3443101218788,9.44548611111111,1.00809941767708,186.602791666667,0.29284790758122
"360850","nwis_05406500",2012-04-30,6.12039389255526,5.28196021048453,6.92716079298954,0.999512292226366,-8.43424225200228,-9.69811209135127,-7.0768046918157,10.9359745886788,9.31821894084473,12.4756171125478,10.1888888888889,1.11094463282292,210.188,0.30281288564578
"360851","nwis_05406500",2012-05-01,7.35886386925324,6.67298673680301,8.03961123102321,1.00099924383378,-6.58209626270653,-7.42055498834522,-5.76957922991778,6.25177755971042,5.39540672696827,7.04608583994766,11.740625,1.02225784117708,252.714541666667,0.294611687122211
"360852","nwis_05406500",2012-05-02,10.742805435309,9.89955822918818,11.5123360024797,1.00077252114908,-9.98294841142367,-10.931468884447,-9.01158874164125,8.09036018993377,7.33761180299159,8.83988419379773,15.371875,1.07200896819792,272.199791666667,0.299232416651416
"360853","nwis_05406500",2012-05-03,7.97193066500198,7.27774936674343,8.66353516954454,1.00060990304928,-7.92273299622562,-8.84949390494548,-7.01334254661076,6.2267976826305,5.50905023429272,6.96553149724448,16.5444444444444,1.04438037789583,234.75475,0.296700225208756
